id,original_title,alternative
3207214,"Fifty Shades of Grey (2015)","Cinquanta sfumature di grigio (2015)"
3796832,"Simón del desierto (1965)","Simon del deserto (1975)"
4085913,"Viskningar och rop (1972)","Sussurri e grida (1972)"
3829274,"Star Wars (1977)","Guerre stellari (1977)"
3302549,"History of the World: Part I (1981)","The Dawn of Man (1981)"
3437286,"La passion de Jeanne d'Arc (1928)","Die Passion der Jungfrau von Orléans (1928)"
3616021,"Obsluhoval jsem anglického krále (2006)","I Served the King of England (2006)"
3024699,"Cat on a Hot Tin Roof (1958)","Die Katze auf dem heißen Blechdach (1959)"
3702147,"Qiu Ju da guan si (1992)","Die Geschichte der Qiu Ju (1993)"
3339240,"Im Juli (2000)","In July (2000)"
4012984,"This Means War (2012)","Das gibt Ärger (2012)"
2857761,"A Life Less Ordinary (1997)","Lebe lieber ungewöhnlich (1998)"
3934474,"The Insider (1999)","Insider (2000)"
3983498,"The Shrine (2010)","Untitled Brookstreet Pictures Project (2009)"
3920096,"The Friends of Eddie Coyle (1973)","Gli amici di Eddie Coyle (1973)"
3114769,"Deux frères (2004)","Zwei Brüder (2004)"
3466825,"Les femmes de l'ombre (2008)","Female Agents (2008)"
2915638,"Ano natsu, ichiban shizukana umi (1991)","A Scene at the Sea (1999)"
2876403,"Absence of Malice (1981)","Die Sensationsreporterin (1991)"
2980362,"Blank Check (1994)","Ho trovato un milione di dollari (1994)"
3220735,"For Your Eyes Only (1981)","James Bond 007 - In tödlicher Mission (1981)"
4131422,"Yazi Tura (2004)","Toss-Up (2004)"
4103540,"Wendy and Lucy (2008)","Deep in the Woods (2008)"
3316680,"How to Steal a Million (1966)","William Wyler's How to Steal a Million (1966)"
3737219,"Rollercoaster (1977)","Achterbahn (1977)"
3297063,"Hibernatus (1969)","Der Winterschläfer (1970)"
3915791,"The Fault in Our Stars (2014)","TFiOS (2014)"
2869346,"A Walk in the Woods (2015)","Picknick mit Bären (2015)"
3500375,"Lung Fu Moon (2006)","Long hu men (2006)"
3211500,"Fireflies in the Garden (2008)","Un segreto tra di noi (2008)"
2923884,"Around the World in Eighty Days (1956)","In 80 Tagen um die Welt (1991)"
3702883,"Quarantine (2008)","Quarantena (2008)"
3615211,"Obchod na korze (1965)","Il negozio al corso (1965)"
3434160,"La ley del deseo (1987)","La legge del desiderio (1987)"
3784491,"She Wore a Yellow Ribbon (1949)","Der Teufelshauptmann (1991)"
3277537,"Hana-bi (1997)","Hana-bi - Feuerblume (1997)"
3168225,"El secreto de sus ojos (2009)","Il segreto dei suoi occhi (2010)"
3451406,"Law Abiding Citizen (2009)","Giustizia privata (2010)"
3364269,"Jab Tak Hai Jaan (2012)","J.T.H.J. (2012)"
4030905,"Total Recall (2012/I)","Total Recall: Mémoires programmées (2012)"
4010520,"They Live by Night (1948)","The Twisted Road (1949)"
3199395,"Fantômas se déchaîne (1965)","Fantomas Unleashed (1965)"
2905606,"An Angel at My Table (1990)","Ein Engel an meiner Tafel - Eine Trilogie (1991)"
4013840,"Thor: The Dark World (2013)","Marvel Thor: The Dark World (2013)"
2882616,"African Cats (2011)","African Cats - Il regno del coraggio (2011)"
2902453,"American Hustle (2013)","American Bullshit (2013)"
2895323,"All the King's Men (2006)","Tutti gli uomini del re (2006)"
3445930,"Land of the Dead (2005)","La terra dei morti viventi (2005)"
3899768,"The Color Purple (1985)","Moon Song (1985)"
3829402,"Star Wars: Episode VII - The Force Awakens (2015)","Star Wars: Episode VII (2014)"
3994275,"The Time Traveler's Wife (2009)","Die Frau des Zeitreisenden (2009)"
3961594,"The Old Dark House (1932)","Il castello maledetto (1932)"
3135853,"Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)","Don't Be a Menace (1996)"
3076366,"Cutter's Way (1981)","Alla maniera di Cutter (1992)"
3131664,"Do You Believe? (2015)","Woran glaubst Du? (2016)"
3706640,"Race Gurram (2014)","Main Hoon Lucky: The Racer (2014)"
3235652,"Furious 6 (2013)","Fast and the Furious VI (2013)"
4146434,"Zui hao de shi guang (2005)","Three Times (2005)"
3044007,"Cinderella (2015/I)","Cinderella (2015)"
3575508,"Mystery of the Wax Museum (1933)","The Mystery of the Wax Museum (1933)"
3937413,"The Kentucky Fried Movie (1977)","Scott Free (1977)"
3655726,"Patriot Games (1992)","Giochi di potere (1992)"
3037814,"Children of Men (2006)","I figli degli uomini (2006)"
3972158,"The Quiet American (2002)","Graham Greene's The Quiet American (2002)"
3584387,"Nativity! (2009)","Der Weihnachtsmuffel (2011)"
3952275,"The Mark of Zorro (1940)","Il segno di Zorro (1940)"
3334522,"Iklimler (2006)","Jahreszeiten (2007)"
2853291,"A Face in the Crowd (1957)","Budd Schulberg's A Face in the Crowd (1957)"
3251684,"Girl in Progress (2012)","Girl in Progress: fast erwachsen (2016)"
3765489,"Scream (1996)","Scary Movie (1996)"
3933783,"The Incredible Hulk (2008)","L'incredibile Hulk (2008)"
3850648,"Sutorîto Faitâ II gekijô-ban (1994)","Street Fighter II: The Animated Sequel (1994)"
4133986,"Yogen (2004)","Premonition (2004)"
2846796,"8½ (1963)","Federico Fellini's 8 1/2 (1963)"
2870600,"A Zed & Two Noughts (1985)","Lo zoo di Venere (1985)"
3059179,"Confessions of a Dangerous Mind (2002)","Confessions d'un homme dangereux (2003)"
3567711,"Music Box (1989)","Music Box - Die ganze Wahrhei (1991)"
2966669,"Beyond (2003)","The Animatrix: Beyond (2003)"
3784607,"She's Funny That Way (2014)","Tutto può accadere a Broadway (2014)"
3405077,"Kirikou et la sorcière (1998)","Kirikou en de heks (1999)"
3948615,"The Magdalene Sisters (2002)","Magdalene (2002)"
3172201,"Elser (2015)","Georg Elser - Es muss sein! (2015)"
3665677,"Phoenix (2014/II)","Il segreto del suo volto (2015)"
3188015,"Every Which Way But Loose (1978)","The Coming of Philo Beddoe (1978)"
3992509,"The Ten Commandments (1956)","Die zehn Gebote (1991)"
3534520,"Men, Women & Children (2014)","Pale Blue Dot (2014)"
3314167,"House of Last Things (2013)","The Last House (2014)"
3095092,"De zaak Alzheimer (2003)","Mörder ohne Erinnerung (2004)"
3877853,"The 7th Voyage of Sinbad (1958)","Il 7° viaggio di Sinbad (1959)"
3401258,"Kikujirô no natsu (1999)","Kikujiro (2000)"
3122418,"Die Tür (2009)","The Door (2009)"
3260307,"Good Luck Chuck (2007)","Tutte pazze per Charlie (2008)"
3493416,"Love Aaj Kal (2009)","Gestern, heute & für immer - Love Aaj Kal (2010)"
3658561,"Peggy Sue Got Married (1986)","Peggy Sue hat geheiratet (1991)"
3045511,"Citadel (2012/I)","Enter the Darkness (2016)"
3144028,"Dream a Little Dream (1989)","Un piccolo sogno (1989)"
3146092,"Driving Miss Daisy (1989)","Miss Daisy und ihr Chauffeur (1990)"
3137727,"Doom (2005)","Doom - Der Film (2005)"
2894626,"All That Money Can Buy (1941)","The Devil and Daniel Webster (1941)"
3984811,"The Skulls (2000)","The Skulls - Alle Macht der Welt (2000)"
3290574,"Hell Comes to Frogtown (1988)","The Hunter (1988)"
4048648,"Two Much (1996)","Two much - Uno di troppo (1996)"
3829712,"Starcrash (1978)","Female Space Invaders (1978)"
2891382,"Alferd Packer: The Musical (1993)","Cannibal! The Musical (1996)"
3421015,"L'eclisse (1962)","Eclipse (1962)"
4144062,"Zire darakhatan zeyton (1994)","Sotto gli ulivi (1994)"
3964555,"The Parent Trap (1998)","Disney's The Parent Trap (1998)"
4131572,"Ye yan (2006)","Legend of the Black Scorpion (2007)"
3273953,"Habitación en Roma (2010)","Room in Rome (2010)"
3970793,"The Program (2015/II)","Icon (2015)"
3757162,"Sap ji sang ciu (2012)","CZ12 (2012)"
4147635,"Zügürt Aga (1985)","The Broken Landlord (1985)"
3754812,"San guo zhi jian long xie jia (2008)","Three Kingdoms (2008)"
3292639,"Henry: Portrait of a Serial Killer (1986)","Henry - Pioggia di sangue (1992)"
3904564,"The Dark Knight (2008)","Rory's First Kiss (2007)"
4008022,"The Young and Prodigious T.S. Spivet (2013)","El extraordinario viaje de T.S. Spivet (2013)"
3708337,"Raiders of the Lost Ark (1981)","Indiana Jones (1981)"
3245417,"Genova (2008)","Genova - Un luogo per ricominciare (2009)"
3894260,"The Butcher's Wife (1991)","Amore e magia (1991)"
3770359,"See No Evil (2006)","see no eviL (2006)"
3958189,"The Naked Gun 2½: The Smell of Fear (1991)","The Naked Gun 2 1/2: The Smell of Fear (1991)"
3106638,"Der Himmel über Berlin (1987)","Wings of Desire (1988)"
3603133,"Non ci resta che piangere (1984)","Die Lucky Boys (1999)"
3331411,"Ice Station Zebra (1968)","Eisstation Zebra (1969)"
4042353,"Truly Madly Deeply (1990)","Il fantasma innamorato (1990)"
3732948,"Road Games (2015)","Fausse Route (2014)"
3019737,"Captivity (2007)","ðÏÈÉÝÅÎÉÅ (2007)"
2983324,"Blood Ties (2013/I)","Blood Ties - La legge del sangue (2015)"
3320575,"Hush (2008/V)","Hush - Panico (2008)"
3992684,"The Terminator (1984)","Terminator (1985)"
3814963,"Sonbahar (2008)","Autumn (2008)"
2838094,"20,000 Leagues Under the Sea (1954)","Jules Verne's 20000 Leagues Under the Sea (1954)"
2880250,"Adieu au langage (2014)","Addio al linguaggio (2014)"
3268372,"Grumpier Old Men (1995)","That's amore! Due improbabili seduttori (1995)"
3206585,"Fiddler on the Roof (1971)","Anatevka (1971)"
2994209,"Boy Culture (2006)","Un_seduttore_in_incognito (2006)"
3905495,"The Dead (1987)","John Huston's The Dead (2009)"
3651176,"Paris, je t'aime (2006)","Paris je t'aime (2006)"
4101657,"Wedlock (1991)","Wedlock - Auf Flucht steht Tod (2004)"
3703937,"Quel maledetto treno blindato (1978)","G.I. Bro (1981)"
3916789,"The Final Conflict (1981)","The Omen III (1981)"
3135853,"Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)","Un ragazzo veramente speciale (1996)"
3334624,"Il Casanova di Federico Fellini (1976)","Casanova (1976)"
3069152,"Creepshow (1982)","Die unheimlich verrückte Geisterstunde (1991)"
3670125,"Pionér (2013)","Pioneer (2013)"
3359505,"Isolation (2005)","Isolation - La Fattoria del Terrore (2005)"
3997238,"The Twilight Saga: Breaking Dawn - Part 1 (2011)","Twilight 4 (2011)"
3917488,"The First Great Train Robbery (1979)","1855 - La grande rapina al treno (2002)"
3872514,"Terminator Salvation (2009)","Terminator 4 (2007)"
3967122,"The Picture of Dorian Gray (1945)","Das Bildnis des Dorian Gray (1950)"
4094339,"Walk on Water (2004)","Übers Wasser wandeln (2004)"
3945586,"The Living Daylights (1987)","James Bond 007 - Der Hauch des Todes (1987)"
3400792,"Kids in the Hall: Brain Candy (1996)","La pilule du bonheur (1996)"
3685798,"Precious (2009/II)","Precious: Based on the Novel 'Push' by Sapphire (2009)"
3911507,"The Electric Horseman (1979)","Il cavaliere elettrico (1979)"
3152755,"E.T. the Extra-Terrestrial (1982)","E.T. and Me (1981)"
3887794,"The Big Country (1958)","Weites Land (1959)"
2861418,"A Nightmare on Elm Street Part 2: Freddy's Revenge (1985)","A Nightmare on Elm Street 2: Freddy's Revenge (1985)"
3629471,"Ong-bak 2 (2008)","Ong Bak 2 - La nascita del dragone (2010)"
3806798,"Smokey and the Bandit II (1980)","Smokey and the Bandit Have a Baby (1980)"
3109338,"Der blaue Engel (1930)","L'angelo azzurro (1930)"
3806799,"Smokey and the Bandit Part 3 (1983)","Il bandito e la madama 3 (2005)"
3021854,"Carnival of Souls (1962)","Carnevale di anime (1962)"
3924642,"The Good Thief (2002/I)","Triplo gioco (2002)"
3403967,"King of the Hill (1993)","Piccolo, grande Aaron (1994)"
3068937,"Creature from the Black Lagoon (1954)","Il mostro della laguna nera (1954)"
3676282,"Poetic Justice (1993)","Poetic Justice: A Street Romance (1993)"
3902992,"The Crow (1994)","The Crow: Die Krähe (1994)"
3477493,"Like Minds (2006)","Murderous Intent (2007)"
3960905,"The Numbers Station (2013)","Num8ers Station (2014)"
2996219,"Breach (2007)","Enttarnt - Verrat auf höchster Ebene (2007)"
3037889,"Children of the Corn II: The Final Sacrifice (1992)","L'ultimo sacrificio (2005)"
2869346,"A Walk in the Woods (2015)","A spasso nel bosco (2015)"
4047548,"Twisted (2004/I)","The Blackout Murders (2003)"
3256117,"Goal! (2005)","Goal! - Il sogno impossibile (2005)"
3868553,"Teenage Mutant Ninja Turtles (1990)","Turtles (1991)"
2889121,"Al di là delle nuvole (1995)","Beyond the Clouds (1996)"
4031779,"Tough Guys (1986)","Due tipi incorreggibili (1986)"
3091800,"Dawn of the Dead (1978)","Zombi (1978)"
3540971,"Midnight Special (2016)","Untitled Jeff Nichols/Sci-Fi Project (2016)"
3797688,"Sing si lip yan (1993)","City Hunter (1993)"
3102450,"Deliria (1987)","Sound Stage Massacre (1987)"
3485619,"Lola Montès (1955)","Lola Montez (1956)"
3960770,"The Notorious Bettie Page (2005)","Bettie Page: Begehrt und berüchtigt (2013)"
2835309,"17 Again (2009)","17 Again - Back to High School (2009)"
3330165,"I.D. (1995)","Hooligans (1995)"
3656104,"Paul Blart: Mall Cop 2 (2015)","Il superpoliziotto del supermercato 2 (2015)"
3275313,"Hak se wui (2005)","Election (2005)"
3937210,"The Karate Kid (2010)","Karate Kid (2010)"
3229735,"Friday the 13th Part VII: The New Blood (1988)","Friday the 13th Part 7 (1988)"
3451570,"Lawn Dogs (1997)","Heimliche Freunde (1998)"
3004504,"Buffalo Soldiers (2001)","Buffalo Soldiers - Army Go Home! (2002)"
3890320,"The Boat That Rocked (2009)","Pirate Radio (2009)"
3874254,"Texas Killing Fields (2011)","Le paludi della morte (2011)"
3533385,"Memoirs of a Geisha (2005)","Die Geisha (2006)"
3857313,"TRON (1982)","TRON: The Original Classic (2011)"
4016452,"Throw Momma from the Train (1987)","Schmeiss' die Mama aus dem Zug (1988)"
3388113,"Kagemusha (1980)","Kagemusha (The Shadow Warrior) (1980)"
3224841,"Foxfire (1996)","Versteck der Angst (1997)"
3015280,"Calvaire (2004)","The Ordeal (2004)"
4025394,"Todo sobre mi madre (1999)","All About My Mother (1999)"
3174051,"Emperor of the North Pole (1973)","L'imperatore del Nord (2006)"
3203372,"Feed (2005)","Morbide (2005)"
3473617,"License to Drive (1988)","Daddy's Cadillac (1989)"
4040578,"Trois couleurs: Rouge (1994)","Three Colours: Red (1994)"
3214980,"Flaskepost fra P (2016)","Department Q: A Conspiracy of Faith (2017)"
3259584,"Gone in 60 Seconds (1974)","Gone in Sixty Seconds (1974)"
3837892,"Straw Dogs (1971)","Sam Peckinpah's Straw Dogs (1971)"
2977710,"Black Gold (2011/II)","Il principe del deserto (2011)"
3711747,"Rashômon (1950)","Rashomon - Das Lustwäldchen (1991)"
3233038,"Fuck (2005)","F*ck (2005)"
2879411,"Adam Resurrected (2008)","Adam Ben Kelev (2008)"
3023193,"Casanova (2005)","Femur (2006)"
3572430,"My Life (1993)","Mein Leben für dich (1994)"
3736525,"Roger & Me (1989)","Roger und ich (1990)"
3604485,"North to Alaska (1960)","Land der tausend Abenteuer (1960)"
3720044,"Reign Over Me (2007)","Die Liebe in mir (2007)"
3525084,"Match Point (2005)","Woody Allen Summer Project (2004)"
4031649,"Touchez pas au grisbi (1954)","Honour Among Thieves (1956)"
3825818,"Spy (2015)","Susan Cooper (2015)"
3782642,"Shao Lin san shi liu fang (1978)","Master Killer (1978)"
4135468,"You Only Live Once (1937)","Three Time Loser (1937)"
3195535,"Fainaru fantajî sebun adobento chirudoren (2005)","Final Fantasy 7 (2005)"
3008147,"Bushwhacked (1995)","The Tenderfoot (1995)"
3907977,"The Dictator (2012)","Der Diktator (2012)"
3571117,"My Father the Hero (1994)","Ma dov'è andata la mia bambina? (1994)"
3244076,"Gekijô-ban poketto monsutâ: Maboroshi no pokemon: Rugia bakutan (1999)","Pokémon 2 (2000)"
3355340,"Into the Sun (2005)","Into the Sun - Im Netz der Yakuza (2005)"
3067624,"Crank: High Voltage (2009)","Crank: High Voltage - Fully Charged (2009)"
3367848,"Jane Eyre (1943)","La porta proibita (1943)"
3885855,"The Beast from 20,000 Fathoms (1953)","Panik in New York (1953)"
4071264,"Utomlennye solntsem (1994)","Sole ingannatore (1994)"
3235346,"Funny People (2009)","Untitled Judd Apatow/Adam Sandler Project (2008)"
3803696,"Sleeping Beauty (1959)","La bella addormentata nel bosco (1959)"
2840555,"28 Weeks Later (2007)","28 Wochen später (2007)"
3932885,"The Hurricane (1999)","Hurricane - Il grido dell'innocenza (2000)"
3821613,"Speed 2: Cruise Control (1997)","Speed II (1997)"
3976787,"The River Wild (1994)","Am wilden Fluß (1995)"
2963165,"Beregis avtomobilya (1966)","Watch Out for the Automobile (1967)"
3851529,"Swades: We, the People (2004)","Una luce dal passato (2010)"
4143232,"Zhong Nan Hai bao biao (1994)","The Bodyguard from Beijing (1994)"
4086454,"Viva Las Vegas (1964)","Tolle Nächte in Las Vegas (1964)"
3376625,"Joe Versus the Volcano (1990)","Joe gegen den Vulkan (1990)"
3629266,"One, Two, Three (1961)","Eins, zwei, drei (1991)"
2959438,"Behind the Mask: The Rise of Leslie Vernon (2006)","Behind the Mask (2006)"
3460543,"Le voyage à travers l'impossible (1904)","The Voyage Across the Impossible (1904)"
3185836,"Etz Limon (2008)","Il giardino di limoni - Lemon Tree (2008)"
3939182,"The Lady Vanishes (1938)","Eine Dame verschwindet (1971)"
3138399,"Doragon bôru Z: Tobikkiri no saikyô tai saikyô (1991)","Dragon Ball Z: Rache für Freezer (1991)"
3173738,"Emmanuelle (1974)","Emanuela (1974)"
3209719,"Find Me Guilty (2006)","Find Me Guilty: The Jackie Dee Story (2006)"
3062516,"Cop & ½ (1993)","Un piedipiatti e mezzo (1993)"
3018283,"Cannibal ferox (1981)","Woman from Deep River (1982)"
3980861,"The Second Renaissance Part I (2003)","The Animatrix: The Second Renaissance Part 1 (2003)"
3603133,"Non ci resta che piangere (1984)","Nothing Left to Do but Cry (1985)"
3914195,"The F Word (2013/I)","Et si jamais (2014)"
4073833,"Valkyrie (2008)","Operazione Valchiria (2009)"
3326682,"I Want to Live! (1958)","Non voglio morire (1958)"
3309513,"Hoodlum (1997)","Harlem, N.Y.C. (1997)"
3837541,"Strangers on a Train (1951)","Verschwörung im Nordexpress (1952)"
3301016,"His Girl Friday (1940)","Howard Hawks' His Girl Friday (1940)"
3717940,"Redacted (2007)","Redacted - Die Wahrheit stirbt zuerst (2007)"
3276304,"Halloween 4: The Return of Michael Myers (1988)","Halloween 4 - Michael Myers kehrt zurück (1989)"
4141829,"Zelig (1983)","The Changing Man (1983)"
3715765,"Reclaim (2014)","Reclaim - Auf eigenes Risiko (2015)"
3898111,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)","Die Chroniken von Narnia - Der König von Narnia (2005)"
3192407,"Extreme Movie (2008)","Everything You Always Wanted to Know About Teen Sex... But Were Afraid to Ask (2008)"
3872595,"Terms of Endearment (1983)","Zeit der Zärtlichkeit (1984)"
3701739,"Qi jian (2005)","Seven Swords (2005)"
2883375,"After School Special (2003)","Almost Legal: Echte Jungs machen's selbst (2005)"
3271811,"Guzaarish (2010)","Request (2010)"
3216140,"Flipped (2010/I)","Verliebt und ausgeflippt (2011)"
3037889,"Children of the Corn II: The Final Sacrifice (1992)","Children of the Corn II (1992)"
2930251,"Astérix & Obélix contre César (1999)","Asterix & Obelix vs. Caesar (2003)"
3368083,"Janghwa, Hongryeon (2003)","Changhwa, Hongryon (2003)"
3438902,"La reine Margot (1994)","La Reine Margot (1995)"
3913443,"The Evil Dead (1981)","Tanz der Teufel (1984)"
